,Date,Winner,Method,Weight_class,W_round,W_round_time,R_KD,B_KD,R_sub_att,B_sub_att,R_rev,B_rev,R_ctrl,B_ctrl,R_link,B_link,N_Rounds,Fight_time,R_total_str_att,R_total_str_land,B_total_str_att,B_total_str_land,R_TD_att,R_TD_land,B_TD_att,B_TD_land,R_sig_str_att,R_sig_str_land,B_sig_str_att,B_sig_str_land,R_sig_str_head_att,R_sig_str_head_land,B_sig_str_head_att,B_sig_str_head_land,R_sig_str_body_att,R_sig_str_body_land,B_sig_str_body_att,B_sig_str_body_land,R_sig_str_leg_att,R_sig_str_leg_land,B_sig_str_leg_att,B_sig_str_leg_land,R_sig_str_dist_att,R_sig_str_dist_land,B_sig_str_dist_att,B_sig_str_dist_land,R_sig_str_clinch_att,R_sig_str_clinch_land,B_sig_str_clinch_att,B_sig_str_clinch_land,R_sig_str_ground_att,R_sig_str_ground_land,B_sig_str_ground_att,B_sig_str_ground_land,R_Height,R_Reach,R_Stance,B_Height,B_Reach,B_Stance,R_age,B_age
1384,2018-02-18,R,KO,Welterweight,1,298,3.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/813550bc53b15fb0,5,598,57.0,28.0,80.0,26.0,1.0,0.0,0.0,0.0,57.0,28.0,79.0,25.0,45.0,16.0,70.0,17.0,11.0,11.0,9.0,8.0,1.0,1.0,0.0,0.0,52.0,24.0,76.0,22.0,1.0,1.0,3.0,3.0,4.0,3.0,0.0,0.0,73.0,73.0,Orthodox,70.0,75.0,Orthodox,34.0,30.0
1385,2017-10-21,B,KO,Welterweight,1,260,0.0,1.0,0.0,0.0,0.0,0.0,29.0,4.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/9ce6d5a03af801b7,5,560,24.0,14.0,55.0,24.0,2.0,1.0,0.0,0.0,24.0,14.0,55.0,24.0,8.0,2.0,54.0,23.0,8.0,5.0,0.0,0.0,8.0,7.0,1.0,1.0,23.0,13.0,40.0,18.0,1.0,1.0,11.0,4.0,0.0,0.0,4.0,2.0,73.0,73.0,Orthodox,72.0,74.0,Southpaw,34.0,24.0
1386,2017-07-29,R,Dec,Welterweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,21.0,94.0,http://ufcstats.com/fighter-details/f2925e6db404bf1d,http://ufcstats.com/fighter-details/1d00756835ca67c9,3,1200,164.0,85.0,185.0,99.0,1.0,0.0,10.0,1.0,156.0,77.0,166.0,82.0,116.0,47.0,127.0,50.0,37.0,28.0,32.0,26.0,3.0,2.0,7.0,6.0,101.0,35.0,125.0,56.0,55.0,42.0,40.0,25.0,0.0,0.0,1.0,1.0,71.0,74.0,Southpaw,73.0,73.0,Orthodox,35.0,34.0
1387,2017-01-28,B,KO,Welterweight,2,60,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/47b9e0e7703a4868,3,660,65.0,30.0,102.0,58.0,1.0,0.0,0.0,0.0,65.0,30.0,102.0,58.0,43.0,10.0,71.0,36.0,7.0,7.0,25.0,17.0,15.0,13.0,6.0,5.0,65.0,30.0,82.0,43.0,0.0,0.0,11.0,9.0,0.0,0.0,9.0,6.0,73.0,73.0,Orthodox,71.0,74.0,Orthodox,33.0,32.0
1388,2016-12-10,R,KO,Welterweight,3,34,2.0,1.0,0.0,1.0,0.0,0.0,35.0,4.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/31123249b0bbf52e,3,934,148.0,64.0,131.0,73.0,3.0,0.0,2.0,0.0,147.0,63.0,128.0,70.0,126.0,46.0,91.0,42.0,11.0,7.0,36.0,28.0,10.0,10.0,1.0,0.0,143.0,62.0,118.0,62.0,4.0,1.0,10.0,8.0,0.0,0.0,0.0,0.0,73.0,73.0,Orthodox,72.0,75.0,Orthodox,33.0,35.0
1389,2016-08-20,B,KO,Welterweight,2,122,0.0,1.0,0.0,1.0,0.0,0.0,102.0,43.0,http://ufcstats.com/fighter-details/5b5307450405abf0,http://ufcstats.com/fighter-details/1d00756835ca67c9,3,722,54.0,19.0,76.0,48.0,5.0,1.0,1.0,1.0,51.0,17.0,73.0,45.0,35.0,6.0,48.0,22.0,10.0,5.0,13.0,12.0,6.0,6.0,12.0,11.0,46.0,13.0,63.0,37.0,2.0,2.0,4.0,3.0,3.0,2.0,6.0,5.0,69.0,71.0,Southpaw,73.0,73.0,Orthodox,32.0,33.0
1390,2016-06-18,R,KO,Welterweight,3,155,3.0,0.0,1.0,0.0,0.0,0.0,283.0,0.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2,3,1055,140.0,92.0,111.0,57.0,3.0,2.0,2.0,0.0,119.0,73.0,93.0,46.0,83.0,42.0,54.0,17.0,18.0,14.0,25.0,17.0,18.0,17.0,14.0,12.0,86.0,48.0,91.0,45.0,13.0,8.0,2.0,1.0,20.0,17.0,0.0,0.0,73.0,73.0,Orthodox,71.0,75.0,Orthodox,33.0,36.0
1391,2016-02-21,R,Sub,Welterweight,1,153,0.0,0.0,1.0,0.0,0.0,0.0,33.0,51.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,5,453,10.0,7.0,27.0,17.0,2.0,1.0,0.0,0.0,6.0,4.0,24.0,14.0,1.0,0.0,13.0,4.0,4.0,3.0,7.0,6.0,1.0,1.0,4.0,4.0,2.0,1.0,9.0,3.0,4.0,3.0,15.0,11.0,0.0,0.0,0.0,0.0,73.0,73.0,Orthodox,71.0,76.0,Orthodox,32.0,28.0
1392,2015-12-19,R,KO,Lightweight,1,66,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,http://ufcstats.com/fighter-details/6a2f7c151031653d,http://ufcstats.com/fighter-details/1d00756835ca67c9,5,366,44.0,26.0,7.0,4.0,0.0,0.0,1.0,0.0,44.0,26.0,7.0,4.0,39.0,21.0,5.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,19.0,7.0,4.0,2.0,1.0,0.0,0.0,11.0,6.0,0.0,0.0,68.0,70.0,Southpaw,73.0,73.0,Orthodox,31.0,32.0
1393,2015-05-23,R,KO,Lightweight,2,284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/c21a036b4e012f1c,3,884,171.0,71.0,129.0,72.0,0.0,0.0,0.0,0.0,171.0,71.0,129.0,72.0,140.0,43.0,65.0,25.0,8.0,5.0,51.0,34.0,23.0,23.0,13.0,13.0,168.0,69.0,126.0,70.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,73.0,73.0,Orthodox,68.0,68.0,Orthodox,32.0,30.0
1394,2015-01-18,R,Dec,Lightweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/2676b28836a5a836,3,1200,126.0,58.0,162.0,93.0,7.0,1.0,1.0,0.0,125.0,57.0,155.0,86.0,76.0,19.0,71.0,13.0,28.0,20.0,29.0,20.0,21.0,18.0,55.0,53.0,119.0,53.0,151.0,84.0,6.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,73.0,73.0,Orthodox,69.0,70.0,Southpaw,31.0,31.0
1395,2015-01-03,R,Dec,Lightweight,3,300,0.0,0.0,2.0,0.0,1.0,0.0,221.0,121.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/08e908ed6d18d6a0,3,1200,105.0,54.0,57.0,17.0,1.0,1.0,7.0,1.0,83.0,37.0,53.0,15.0,42.0,6.0,32.0,5.0,9.0,4.0,5.0,2.0,32.0,27.0,16.0,8.0,71.0,29.0,53.0,15.0,3.0,1.0,0.0,0.0,9.0,7.0,0.0,0.0,73.0,73.0,Orthodox,70.0,73.0,Orthodox,31.0,26.0
1396,2014-07-16,R,KO,Lightweight,2,211,1.0,0.0,0.0,0.0,0.0,0.0,21.0,34.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/d1941565abf50b16,5,811,82.0,41.0,69.0,34.0,2.0,0.0,6.0,1.0,78.0,37.0,65.0,30.0,44.0,16.0,43.0,12.0,25.0,14.0,9.0,7.0,9.0,7.0,13.0,11.0,73.0,34.0,58.0,25.0,4.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,73.0,73.0,Orthodox,68.0,71.0,Southpaw,31.0,30.0
1397,2014-04-19,R,Sub,Lightweight,1,195,1.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/64a50dad704d1d49,3,495,20.0,11.0,54.0,28.0,1.0,0.0,0.0,0.0,20.0,11.0,54.0,28.0,15.0,6.0,38.0,17.0,2.0,2.0,9.0,7.0,3.0,3.0,7.0,4.0,20.0,11.0,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,Orthodox,71.0,75.0,Orthodox,31.0,28.0
1398,2014-01-25,R,KO,Lightweight,1,280,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/7dcf06c1967801c1,3,580,37.0,16.0,29.0,13.0,1.0,1.0,0.0,0.0,37.0,16.0,29.0,13.0,14.0,2.0,26.0,11.0,15.0,6.0,1.0,0.0,8.0,8.0,2.0,2.0,37.0,16.0,28.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,Orthodox,70.0,72.0,Southpaw,30.0,31.0
1399,2013-11-16,R,Sub,Lightweight,2,229,1.0,0.0,1.0,0.0,1.0,1.0,141.0,89.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6,3,829,69.0,34.0,77.0,29.0,2.0,1.0,4.0,0.0,67.0,32.0,72.0,24.0,47.0,19.0,59.0,12.0,12.0,9.0,7.0,6.0,8.0,4.0,6.0,6.0,38.0,16.0,59.0,15.0,15.0,7.0,13.0,9.0,14.0,9.0,0.0,0.0,73.0,73.0,Orthodox,70.0,70.0,Southpaw,30.0,31.0
1400,2013-08-28,B,Dec,Lightweight,3,300,0.0,1.0,0.0,0.0,0.0,0.0,60.0,230.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/6a2f7c151031653d,3,1200,83.0,43.0,128.0,58.0,1.0,1.0,6.0,2.0,80.0,40.0,109.0,39.0,34.0,9.0,78.0,21.0,34.0,21.0,25.0,14.0,12.0,10.0,6.0,4.0,77.0,37.0,91.0,30.0,3.0,3.0,1.0,1.0,0.0,0.0,17.0,8.0,73.0,73.0,Orthodox,68.0,70.0,Southpaw,30.0,28.0
1401,2013-05-25,R,Dec,Lightweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/b7ffa72aa148599a,3,1200,213.0,130.0,136.0,56.0,7.0,4.0,0.0,0.0,152.0,78.0,122.0,42.0,115.0,51.0,71.0,17.0,23.0,15.0,28.0,13.0,14.0,12.0,23.0,12.0,112.0,51.0,121.0,41.0,6.0,5.0,1.0,1.0,34.0,22.0,0.0,0.0,73.0,73.0,Orthodox,70.0,70.0,Orthodox,30.0,30.0
1402,2013-01-26,R,KO,Lightweight,1,155,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc,http://ufcstats.com/fighter-details/1d00756835ca67c9,3,455,28.0,18.0,12.0,4.0,0.0,0.0,0.0,0.0,28.0,18.0,12.0,4.0,21.0,13.0,8.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,26.0,16.0,12.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,70.0,72.0,Orthodox,73.0,73.0,Orthodox,26.0,29.0
1403,2012-08-11,R,KO,Lightweight,1,76,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/ccd1299e0345e0ce,3,376,9.0,4.0,28.0,10.0,0.0,0.0,0.0,0.0,9.0,4.0,28.0,10.0,7.0,3.0,24.0,8.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,9.0,4.0,16.0,4.0,0.0,0.0,11.0,6.0,0.0,0.0,1.0,0.0,73.0,73.0,Orthodox,69.0,71.0,Orthodox,29.0,29.0
1404,2012-05-15,R,Dec,Lightweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/18968f97ad34f15c,3,1200,192.0,87.0,119.0,50.0,3.0,1.0,3.0,0.0,192.0,87.0,115.0,46.0,135.0,35.0,81.0,24.0,22.0,20.0,19.0,11.0,35.0,32.0,15.0,11.0,188.0,85.0,113.0,44.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,73.0,73.0,Orthodox,69.0,71.0,Orthodox,29.0,25.0
1405,2011-12-30,R,Dec,Lightweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,64.0,4.0,http://ufcstats.com/fighter-details/8355922d564b152c,http://ufcstats.com/fighter-details/1d00756835ca67c9,3,1200,391.0,260.0,193.0,104.0,2.0,0.0,0.0,0.0,362.0,238.0,182.0,96.0,315.0,199.0,136.0,56.0,45.0,37.0,26.0,23.0,2.0,2.0,20.0,17.0,345.0,228.0,168.0,84.0,17.0,10.0,14.0,12.0,0.0,0.0,0.0,0.0,72.0,76.0,Southpaw,73.0,73.0,Orthodox,26.0,28.0
1406,2011-10-29,B,Sub,Lightweight,1,142,0.0,2.0,0.0,1.0,0.0,0.0,38.0,10.0,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed,http://ufcstats.com/fighter-details/1d00756835ca67c9,3,442,23.0,14.0,23.0,9.0,2.0,0.0,0.0,0.0,21.0,12.0,23.0,9.0,13.0,6.0,16.0,5.0,3.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,17.0,10.0,16.0,7.0,4.0,2.0,6.0,1.0,0.0,0.0,1.0,1.0,66.0,70.0,Orthodox,73.0,73.0,Orthodox,32.0,28.0
1407,2011-08-14,R,KO,Lightweight,1,181,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/07225ba28ae309b6,3,481,63.0,32.0,29.0,10.0,0.0,0.0,0.0,0.0,60.0,30.0,29.0,10.0,49.0,22.0,19.0,5.0,4.0,2.0,6.0,3.0,7.0,6.0,4.0,2.0,34.0,14.0,27.0,10.0,2.0,1.0,2.0,0.0,24.0,15.0,0.0,0.0,73.0,73.0,Orthodox,70.0,74.0,Orthodox,28.0,21.0
1408,2011-06-11,B,Dec,Lightweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,56.0,40.0,http://ufcstats.com/fighter-details/d403b1a6f278c95e,http://ufcstats.com/fighter-details/1d00756835ca67c9,3,1200,108.0,47.0,146.0,87.0,7.0,1.0,1.0,0.0,106.0,46.0,145.0,86.0,85.0,31.0,73.0,25.0,10.0,5.0,15.0,11.0,11.0,10.0,57.0,50.0,102.0,44.0,140.0,83.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,70.0,73.0,Orthodox,73.0,73.0,Orthodox,29.0,28.0
1409,2011-02-05,R,Sub,Lightweight,2,228,0.0,0.0,1.0,2.0,0.0,0.0,211.0,0.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/aac5ac38148f0528,3,828,101.0,62.0,82.0,29.0,4.0,3.0,0.0,0.0,74.0,37.0,75.0,22.0,46.0,14.0,64.0,16.0,15.0,13.0,8.0,4.0,13.0,10.0,3.0,2.0,56.0,26.0,68.0,21.0,6.0,2.0,5.0,1.0,12.0,9.0,2.0,0.0,73.0,73.0,Orthodox,69.0,70.0,Orthodox,27.0,26.0
1410,2010-12-16,R,Sub,Lightweight,2,163,0.0,0.0,3.0,0.0,0.0,0.0,34.0,160.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/e29cf523ebd155c5,3,763,55.0,25.0,72.0,35.0,3.0,2.0,2.0,1.0,52.0,23.0,64.0,27.0,35.0,9.0,32.0,6.0,10.0,8.0,27.0,16.0,7.0,6.0,5.0,5.0,44.0,17.0,62.0,26.0,5.0,3.0,1.0,0.0,3.0,3.0,1.0,1.0,73.0,73.0,Orthodox,69.0,69.0,Orthodox,27.0,23.0
1411,2010-09-30,R,Dec,Lightweight,3,300,1.0,0.0,0.0,0.0,0.0,0.0,145.0,4.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/a54fc2d6fc224dc3,3,1200,132.0,86.0,104.0,48.0,14.0,3.0,3.0,0.0,110.0,67.0,89.0,40.0,69.0,34.0,72.0,28.0,22.0,18.0,16.0,11.0,19.0,15.0,1.0,1.0,95.0,58.0,78.0,35.0,14.0,8.0,10.0,5.0,1.0,1.0,1.0,0.0,73.0,73.0,Orthodox,68.0,71.0,Orthodox,27.0,25.0
1412,2010-04-24,R,Sub,Lightweight,1,117,0.0,0.0,1.0,0.0,0.0,0.0,60.0,13.0,http://ufcstats.com/fighter-details/2676b28836a5a836,http://ufcstats.com/fighter-details/1d00756835ca67c9,5,417,20.0,18.0,1.0,1.0,2.0,1.0,0.0,0.0,17.0,15.0,1.0,1.0,7.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,9.0,1.0,1.0,3.0,1.0,1.0,1.0,12.0,12.0,0.0,0.0,2.0,2.0,0.0,0.0,69.0,70.0,Southpaw,73.0,73.0,Orthodox,26.0,27.0
1413,2009-12-19,R,Sub,Lightweight,3,227,0.0,0.0,4.0,0.0,0.0,0.0,186.0,103.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/8c90c1563972e44d,3,1127,136.0,58.0,107.0,39.0,3.0,3.0,4.0,1.0,126.0,48.0,100.0,33.0,66.0,14.0,63.0,13.0,35.0,18.0,21.0,10.0,25.0,16.0,16.0,10.0,104.0,35.0,88.0,28.0,22.0,13.0,12.0,5.0,0.0,0.0,0.0,0.0,73.0,73.0,Orthodox,70.0,71.0,Orthodox,26.0,26.0
1414,2009-10-10,R,Dec,Lightweight,5,300,0.0,0.0,0.0,9.0,0.0,0.0,819.0,231.0,http://ufcstats.com/fighter-details/2676b28836a5a836,http://ufcstats.com/fighter-details/1d00756835ca67c9,5,1800,141.0,74.0,91.0,51.0,21.0,8.0,2.0,1.0,76.0,34.0,63.0,28.0,55.0,17.0,38.0,10.0,19.0,15.0,11.0,7.0,2.0,2.0,14.0,11.0,12.0,4.0,34.0,9.0,7.0,6.0,13.0,8.0,57.0,24.0,16.0,11.0,69.0,70.0,Southpaw,73.0,73.0,Orthodox,25.0,26.0
1415,2009-06-07,R,Sub,Lightweight,1,278,1.0,0.0,3.0,0.0,1.0,0.0,108.0,70.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/8f6a18831a120817,3,578,39.0,22.0,25.0,6.0,0.0,0.0,7.0,2.0,29.0,14.0,22.0,5.0,25.0,12.0,13.0,0.0,1.0,0.0,4.0,1.0,3.0,2.0,5.0,4.0,14.0,6.0,21.0,5.0,3.0,2.0,1.0,0.0,12.0,6.0,0.0,0.0,73.0,73.0,Orthodox,74.0,73.0,Orthodox,26.0,23.0
1416,2009-01-25,R,Dec,Lightweight,5,108,0.0,0.0,1.0,2.0,0.0,0.0,493.0,37.0,http://ufcstats.com/fighter-details/a54fc2d6fc224dc3,http://ufcstats.com/fighter-details/1d00756835ca67c9,5,1608,210.0,75.0,171.0,85.0,10.0,9.0,1.0,1.0,161.0,38.0,129.0,44.0,150.0,30.0,97.0,23.0,8.0,5.0,20.0,12.0,3.0,3.0,12.0,9.0,97.0,17.0,122.0,41.0,2.0,0.0,4.0,1.0,62.0,21.0,3.0,2.0,68.0,71.0,Orthodox,73.0,73.0,Orthodox,24.0,25.0
1417,2008-11-05,R,Dec,Lightweight,3,300,3.0,0.0,2.0,0.0,0.0,2.0,160.0,61.0,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/11e3fd7546359fc5,3,1200,192.0,77.0,167.0,79.0,3.0,2.0,0.0,0.0,185.0,72.0,143.0,61.0,165.0,57.0,83.0,20.0,11.0,6.0,11.0,6.0,9.0,9.0,49.0,35.0,152.0,58.0,138.0,57.0,8.0,3.0,4.0,3.0,25.0,11.0,1.0,1.0,73.0,73.0,Orthodox,69.0,69.0,Orthodox,25.0,31.0
1418,2022-01-15,R,Dec,Featherweight,5,300,1.0,0.0,1.0,0.0,1.0,1.0,222.0,9.0,http://ufcstats.com/fighter-details/751de04455cfaac0,http://ufcstats.com/fighter-details/9560ff14eb3129f7,5,1800,418.0,157.0,348.0,129.0,7.0,2.0,0.0,0.0,402.0,144.0,347.0,128.0,369.0,127.0,297.0,94.0,28.0,13.0,41.0,27.0,5.0,4.0,9.0,7.0,390.0,135.0,344.0,127.0,2.0,2.0,3.0,1.0,10.0,7.0,0.0,0.0,71.0,72.0,Orthodox,72.0,74.0,Orthodox,33.0,33.0
1419,2021-08-28,B,KO,Featherweight,3,104,0.0,2.0,0.0,2.0,0.0,0.0,0.0,41.0,http://ufcstats.com/fighter-details/64a50dad704d1d49,http://ufcstats.com/fighter-details/9560ff14eb3129f7,5,1004,95.0,33.0,128.0,70.0,0.0,0.0,0.0,0.0,95.0,33.0,117.0,60.0,70.0,15.0,80.0,31.0,15.0,10.0,22.0,16.0,10.0,8.0,15.0,13.0,95.0,33.0,113.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,71.0,75.0,Orthodox,72.0,74.0,Orthodox,35.0,33.0
1420,2021-05-01,R,KO,Featherweight,1,63,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,http://ufcstats.com/fighter-details/9560ff14eb3129f7,http://ufcstats.com/fighter-details/d247691a6c0e9034,3,363,18.0,12.0,6.0,4.0,0.0,0.0,0.0,0.0,18.0,12.0,6.0,4.0,14.0,9.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,5.0,3.0,11.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,72.0,74.0,Orthodox,68.0,70.0,Orthodox,32.0,37.0
1421,2020-11-07,R,KO,Featherweight,1,231,1.0,0.0,0.0,0.0,0.0,0.0,9.0,44.0,http://ufcstats.com/fighter-details/9560ff14eb3129f7,http://ufcstats.com/fighter-details/f0fad0e9f3b65752,3,531,16.0,8.0,6.0,4.0,1.0,0.0,3.0,0.0,16.0,8.0,4.0,2.0,13.0,6.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,6.0,4.0,0.0,0.0,72.0,74.0,Orthodox,66.0,70.0,Orthodox,32.0,28.0
1422,2020-10-10,R,Dec,Featherweight,3,300,1.0,0.0,0.0,0.0,0.0,0.0,29.0,64.0,http://ufcstats.com/fighter-details/9560ff14eb3129f7,http://ufcstats.com/fighter-details/a0e6753c42698f13,3,1200,163.0,69.0,130.0,35.0,1.0,0.0,0.0,0.0,157.0,65.0,128.0,34.0,117.0,32.0,111.0,23.0,28.0,24.0,11.0,7.0,12.0,9.0,6.0,4.0,134.0,54.0,125.0,34.0,2.0,0.0,0.0,0.0,21.0,11.0,3.0,0.0,72.0,74.0,Orthodox,71.0,73.0,Orthodox,32.0,35.0
1423,2020-05-16,R,Dec,Featherweight,3,300,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,http://ufcstats.com/fighter-details/9560ff14eb3129f7,http://ufcstats.com/fighter-details/06a80a685ea98573,3,1200,135.0,61.0,95.0,35.0,1.0,1.0,4.0,0.0,135.0,61.0,94.0,34.0,100.0,33.0,71.0,20.0,16.0,13.0,18.0,10.0,19.0,15.0,5.0,4.0,122.0,55.0,94.0,34.0,4.0,2.0,0.0,0.0,9.0,4.0,0.0,0.0,72.0,74.0,Orthodox,66.0,67.0,Southpaw,31.0,31.0
1424,2020-03-07,R,Dec,Featherweight,3,300,0.0,0.0,0.0,0.0,1.0,0.0,20.0,123.0,http://ufcstats.com/fighter-details/9560ff14eb3129f7,http://ufcstats.com/fighter-details/e00a3dee329a51f7,3,1200,125.0,40.0,130.0,57.0,0.0,0.0,6.0,2.0,122.0,38.0,127.0,54.0,88.0,19.0,94.0,32.0,23.0,10.0,23.0,15.0,11.0,9.0,10.0,7.0,120.0,37.0,118.0,48.0,1.0,0.0,5.0,3.0,1.0,1.0,4.0,3.0,72.0,74.0,Orthodox,70.0,74.0,Orthodox,31.0,30.0
1425,2019-09-28,B,Dec,Featherweight,3,300,0.0,0.0,0.0,0.0,0.0,1.0,182.0,71.0,http://ufcstats.com/fighter-details/cc351e408bbb7d43,http://ufcstats.com/fighter-details/9560ff14eb3129f7,3,1200,103.0,36.0,133.0,71.0,7.0,3.0,2.0,1.0,99.0,34.0,119.0,59.0,77.0,20.0,91.0,44.0,9.0,5.0,16.0,8.0,13.0,9.0,12.0,7.0,91.0,26.0,99.0,43.0,3.0,3.0,0.0,0.0,5.0,5.0,20.0,16.0,70.0,72.0,Orthodox,72.0,74.0,Orthodox,29.0,31.0
1426,2018-06-19,B,Sub,Featherweight,3,250,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9560ff14eb3129f7,http://ufcstats.com/fighter-details/37cc294027f55e4d,3,1150,69.0,39.0,106.0,76.0,1.0,0.0,9.0,4.0,65.0,38.0,77.0,49.0,46.0,27.0,61.0,36.0,16.0,8.0,12.0,10.0,3.0,3.0,4.0,3.0,52.0,27.0,34.0,18.0,8.0,8.0,9.0,6.0,5.0,3.0,34.0,25.0,72.0,74.0,Orthodox,68.0,71.0,Orthodox,29.0,31.0
1427,2022-05-07,R,Dec,Women's Featherweight,3,300,0.0,0.0,0.0,0.0,0.0,0.0,454.0,26.0,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,3,1200,194.0,131.0,136.0,96.0,12.0,6.0,0.0,0.0,89.0,32.0,75.0,38.0,59.0,14.0,60.0,27.0,13.0,8.0,10.0,8.0,17.0,10.0,5.0,3.0,84.0,27.0,62.0,28.0,5.0,5.0,13.0,10.0,0.0,0.0,0.0,0.0,71.0,72.0,Orthodox,67.0,67.0,Orthodox,30.0,31.0
1428,2021-12-18,R,Sub,Women's Featherweight,2,187,0.0,0.0,1.0,0.0,0.0,0.0,69.0,78.0,http://ufcstats.com/fighter-details/fc169c387b4b465d,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,3,787,95.0,61.0,126.0,64.0,0.0,0.0,2.0,1.0,79.0,45.0,86.0,26.0,48.0,22.0,65.0,16.0,28.0,20.0,18.0,9.0,3.0,3.0,3.0,1.0,71.0,38.0,79.0,22.0,8.0,7.0,6.0,3.0,0.0,0.0,1.0,1.0,67.0,67.0,Orthodox,71.0,72.0,Orthodox,33.0,30.0
