,Date,Winner,Method,Referee,N_rounds,W_round,W_round_time,R_fighter,B_fighter,R_KD,B_KD,R_sub_att,B_sub_att,R_rev,B_rev,R_ctrl,B_ctrl,R_total_str_att,R_total_str_land,B_total_str_att,B_total_str_land,R_TD_att,R_TD_land,B_TD_att,B_TD_land,R_sig_str_att,R_sig_str_land,B_sig_str_att,B_sig_str_land,R_sig_str_head_att,R_sig_str_head_land,B_sig_str_head_att,B_sig_str_head_land,R_sig_str_body_att,R_sig_str_body_land,B_sig_str_body_att,B_sig_str_body_land,R_sig_str_leg_att,R_sig_str_leg_land,B_sig_str_leg_att,B_sig_str_leg_land,R_sig_str_dist_att,R_sig_str_dist_land,B_sig_str_dist_att,B_sig_str_dist_land,R_sig_str_clinch_att,R_sig_str_clinch_land,B_sig_str_clinch_att,B_sig_str_clinch_land,R_sig_str_ground_att,R_sig_str_ground_land,B_sig_str_ground_att,B_sig_str_ground_land
0,2023-05-20,Mackenzie Dern,Decision - Unanimous,Jason Herzog,5,5,0 days 00:05:00,Mackenzie Dern,Angela Hill,1,0,0,0,0,0,0 days 00:13:12,0 days 00:07:11,340,247,142,94,9,3,0,0,210,126,108,66,186,104,65,27,20,18,42,39,4,4,1,0,132,58,74,35,22,19,31,30,56,49,3,1
1,2023-05-20,Anthony Hernandez,KO/TKO,Herb Dean,3,3,0 days 00:01:01,Edmen Shahbazyan,Anthony Hernandez,0,0,1,4,0,0,0 days 00:00:41,0 days 00:07:11,55,33,105,77,1,1,15,6,51,30,88,63,42,21,79,55,8,8,4,4,1,1,5,4,35,17,33,15,14,11,8,8,2,2,47,40
2,2023-05-20,Loopy Godinez,Decision - Unanimous,Chris Tognoni,3,3,0 days 00:05:00,Emily Ducote,Loopy Godinez,0,0,0,0,0,0,0 days 00:00:11,0 days 00:00:13,275,117,248,133,4,0,3,1,270,112,246,132,214,71,214,106,33,21,18,12,23,20,14,14,262,106,232,121,8,6,14,11,0,0,0,0
3,2023-05-20,Joaquin Buckley,KO/TKO,Kerry Hatley,3,2,0 days 00:04:15,Andre Fialho,Joaquin Buckley,0,1,0,0,0,0,0 days 00:00:07,0 days 00:00:23,51,22,90,27,0,0,3,2,51,22,89,26,42,14,66,12,8,7,18,9,1,1,5,5,50,21,89,26,1,1,0,0,0,0,0,0
4,2023-05-20,Diego Ferreira,KO/TKO,Herb Dean,3,2,0 days 00:01:50,Diego Ferreira,Michael Johnson,1,0,0,0,0,0,0 days 00:00:01,0 days 00:00:00,71,30,58,32,2,0,0,0,71,30,58,32,46,17,34,13,21,10,20,17,4,3,4,2,70,29,58,32,0,0,0,0,1,1,0,0
5,2023-05-20,Viacheslav Borshchev,KO/TKO,Jason Herzog,3,2,0 days 00:02:37,Maheshate,Viacheslav Borshchev,0,3,0,0,0,0,0 days 00:00:00,0 days 00:00:09,110,33,148,85,2,0,0,0,109,32,148,85,100,26,99,40,3,1,19,17,6,5,30,28,99,29,118,69,10,3,18,11,0,0,12,5
6,2023-05-20,Karolina Kowalkiewicz,Decision - Unanimous,Chris Tognoni,3,3,0 days 00:05:00,Karolina Kowalkiewicz,Vanessa Demopoulos,0,0,0,0,0,0,0 days 00:01:52,0 days 00:00:00,249,148,237,83,0,0,4,0,237,139,221,68,187,94,190,49,33,30,23,13,17,15,8,6,230,134,216,65,7,5,5,3,0,0,0,0
7,2023-05-20,Gilbert Urbina,KO/TKO,Kerry Hatley,3,2,0 days 00:02:55,Orion Cosce,Gilbert Urbina,0,1,0,1,0,0,0 days 00:00:05,0 days 00:03:06,48,28,139,100,0,0,2,2,32,16,82,51,23,9,56,31,5,3,16,12,4,4,10,8,29,14,55,27,2,1,4,4,1,1,23,20
8,2023-05-20,Rodrigo Nascimento,Decision - Split,Herb Dean,3,3,0 days 00:05:00,Ilir Latifi,Rodrigo Nascimento,0,0,0,0,0,0,0 days 00:03:50,0 days 00:00:00,105,76,160,76,7,2,0,0,77,49,152,68,42,20,122,51,22,18,21,10,13,11,9,7,72,46,145,61,3,1,7,7,2,2,0,0
9,2023-05-20,Chase Hooper,Decision - Unanimous,Jason Herzog,3,3,0 days 00:05:00,Chase Hooper,Nick Fiore,0,0,1,0,1,0,0 days 00:03:54,0 days 00:04:47,340,217,98,58,10,1,8,4,245,149,90,51,203,110,88,49,34,31,1,1,8,8,1,1,160,97,66,34,73,42,17,11,12,10,7,6
10,2023-05-20,Natalia Silva,KO/TKO,Kerry Hatley,3,1,0 days 00:02:58,Natalia Silva,Victoria Leonardo,1,0,0,0,0,0,0 days 00:00:16,0 days 00:00:00,46,21,18,7,0,0,1,0,45,20,18,7,41,16,14,6,2,2,3,0,2,2,1,1,44,20,18,7,0,0,0,0,1,0,0,0
11,2023-05-20,Themba Gorimbo,Decision - Unanimous,Chris Tognoni,3,3,0 days 00:05:00,Takashi Sato,Themba Gorimbo,0,1,0,0,1,2,0 days 00:02:21,0 days 00:11:15,76,56,158,110,6,2,8,3,47,30,56,33,37,21,41,21,10,9,15,12,0,0,0,0,16,5,25,12,16,15,12,9,15,10,19,12
12,2023-05-13,Jailton Almeida,Submission,Dan Miragliotta,5,1,0 days 00:03:43,Jairzinho Rozenstruik,Jailton Almeida,0,0,0,1,0,0,0 days 00:00:00,0 days 00:03:09,6,3,19,14,0,0,2,1,2,0,7,4,2,0,5,3,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,5,4
13,2023-05-13,Johnny Walker,Decision - Unanimous,Keith Peterson,3,3,0 days 00:05:00,Anthony Smith,Johnny Walker,0,0,0,0,0,0,0 days 00:01:22,0 days 00:00:32,95,41,204,99,3,1,1,1,92,38,192,92,64,19,117,32,17,10,19,9,11,9,56,51,91,38,178,81,1,0,8,6,0,0,6,5
14,2023-05-13,Ian Garry,KO/TKO,Dan Miragliotta,3,1,0 days 00:02:57,Daniel Rodriguez,Ian Garry,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:10,25,7,46,23,0,0,0,0,25,7,46,23,17,2,42,19,5,2,4,4,3,3,0,0,25,7,28,12,0,0,0,0,0,0,18,11
15,2023-05-13,Carlos Ulberg,KO/TKO,Keith Peterson,3,1,0 days 00:02:09,Carlos Ulberg,Ihor Potieria,1,0,0,0,0,0,0 days 00:00:08,0 days 00:00:00,21,13,9,5,0,0,1,0,21,13,9,5,18,11,4,1,1,1,0,0,2,1,5,4,11,5,9,5,0,0,0,0,10,8,0,0
16,2023-05-13,Alex Morono,Submission,Wayne Spinola,3,2,0 days 00:02:09,Tim Means,Alex Morono,0,0,0,1,0,0,0 days 00:00:46,0 days 00:00:00,92,45,102,42,2,2,0,0,87,40,92,33,52,16,86,29,29,18,6,4,6,6,0,0,74,30,86,31,13,10,6,2,0,0,0,0
17,2023-05-13,Matt Brown,KO/TKO,Dan Miragliotta,3,1,0 days 00:04:09,Matt Brown,Court McGee,1,0,0,0,0,0,0 days 00:00:02,0 days 00:01:57,26,22,48,17,0,0,1,1,15,11,31,8,4,2,21,2,4,3,5,2,7,6,5,4,14,10,29,6,1,1,2,2,0,0,0,0
18,2023-05-13,Karl Williams,Decision - Unanimous,Keith Peterson,3,3,0 days 00:05:00,Karl Williams,Chase Sherman,0,0,0,0,0,0,0 days 00:02:35,0 days 00:00:12,191,85,170,64,10,1,0,0,165,70,158,54,147,53,124,26,6,6,15,10,12,11,19,18,159,65,148,46,3,2,10,8,3,3,0,0
19,2023-05-13,Douglas Silva de Andrade,Decision - Unanimous,Wayne Spinola,3,3,0 days 00:05:00,Cody Stamann,Douglas Silva de Andrade,1,0,0,0,0,0,0 days 00:01:59,0 days 00:00:00,152,66,189,72,5,1,1,0,139,54,178,61,116,40,108,17,17,9,43,23,6,5,27,21,133,49,175,60,0,0,3,1,6,5,0,0
20,2023-05-13,Mandy Bohm,Decision - Split,Larry Carter,3,3,0 days 00:01:55,Ji Yeon Kim,Mandy Bohm,0,0,1,1,1,1,0 days 00:05:44,0 days 00:04:05,62,32,51,25,1,0,6,2,36,10,31,17,31,5,19,9,3,3,7,3,2,2,5,5,32,7,21,10,3,3,8,5,1,0,2,2
21,2023-05-13,Bryan Battle,KO/TKO,Wayne Spinola,3,1,0 days 00:00:14,Bryan Battle,Gabe Green,1,0,0,0,0,0,0 days 00:00:03,0 days 00:00:00,9,3,12,6,0,0,0,0,9,3,12,6,9,3,8,2,0,0,2,2,0,0,2,2,7,2,12,6,0,0,0,0,2,1,0,0
22,2023-05-13,Tainara Lisboa,Submission,Larry Carter,3,3,0 days 00:04:20,Jessica-Rose Clark,Tainara Lisboa,0,0,0,1,0,0,0 days 00:07:36,0 days 00:02:09,66,28,145,97,7,1,2,1,60,26,83,42,51,20,67,30,2,1,14,11,7,5,2,1,53,23,64,29,5,2,16,11,2,1,3,2
23,2023-05-06,Aljamain Sterling,Decision - Split,Herb Dean,5,5,0 days 00:05:00,Aljamain Sterling,Henry Cejudo,0,0,0,0,0,0,0 days 00:04:00,0 days 00:05:06,261,186,219,143,15,4,8,3,210,135,174,99,112,51,99,35,60,50,37,30,38,34,38,34,174,103,152,82,28,24,21,16,8,8,1,1
24,2023-05-06,Belal Muhammad,Decision - Unanimous,Keith Peterson,5,5,0 days 00:05:00,Belal Muhammad,Gilbert Burns,0,0,0,0,0,0,0 days 00:00:00,0 days 00:00:00,283,132,147,81,0,0,4,0,283,132,147,81,241,92,96,35,41,39,16,13,1,1,35,33,283,132,147,81,0,0,0,0,0,0,0,0
25,2023-05-06,Yan Xiaonan,KO/TKO,Vitor Ribeiro,3,1,0 days 00:02:20,Jessica Andrade,Yan Xiaonan,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:02,32,12,36,26,0,0,0,0,32,12,36,26,23,5,22,12,3,3,5,5,6,4,9,9,32,12,33,23,0,0,0,0,0,0,3,3
26,2023-05-06,Movsar Evloev,Decision - Unanimous,Keith Peterson,3,3,0 days 00:05:00,Movsar Evloev,Diego Lopes,0,0,0,4,0,1,0 days 00:08:30,0 days 00:00:41,228,183,82,48,7,4,0,0,129,88,69,37,116,76,57,29,3,3,8,4,10,9,4,4,81,45,55,27,11,11,3,3,37,32,11,7
27,2023-05-06,Charles Jourdain,Decision - Unanimous,Gary Copeland,3,3,0 days 00:05:00,Kron Gracie,Charles Jourdain,0,0,0,0,0,0,0 days 00:00:43,0 days 00:06:48,216,171,266,175,0,0,0,0,57,32,168,80,37,18,145,59,6,1,16,14,14,13,7,7,57,32,138,54,0,0,20,16,0,0,10,10
28,2023-05-06,Matt Frevola,KO/TKO,Herb Dean,3,1,0 days 00:04:08,Drew Dober,Matt Frevola,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:08,59,20,79,39,0,0,1,0,59,20,75,35,50,12,61,26,9,8,11,6,0,0,3,3,58,19,58,22,1,1,2,1,0,0,15,12
29,2023-05-06,Kennedy Nzechukwu,Submission,Gasper Oliver,3,2,0 days 00:02:28,Kennedy Nzechukwu,Devin Clark,0,0,1,0,0,0,0 days 00:03:42,0 days 00:01:04,98,79,90,61,1,0,4,1,81,62,58,36,63,44,46,25,18,18,8,7,0,0,4,4,17,9,28,13,64,53,30,23,0,0,0,0
30,2023-05-06,Khaos Williams,Decision - Split,Keith Peterson,3,3,0 days 00:05:00,Khaos Williams,Rolando Bedoya,0,0,0,0,0,0,0 days 00:01:13,0 days 00:00:07,284,131,210,150,0,0,2,0,283,130,209,149,205,68,150,103,38,29,17,15,40,33,42,31,276,126,196,136,7,4,13,13,0,0,0,0
31,2023-05-06,Virna Jandiroba,Decision - Unanimous,Vitor Ribeiro,3,3,0 days 00:05:00,Marina Rodriguez,Virna Jandiroba,0,0,0,0,0,1,0 days 00:00:05,0 days 00:12:02,150,115,116,91,0,0,7,3,62,33,43,27,52,27,41,25,8,5,1,1,2,1,1,1,37,10,22,7,3,3,5,5,22,20,16,15
32,2023-05-06,Parker Porter,KO/TKO,Gary Copeland,3,1,0 days 00:02:10,Braxton Smith,Parker Porter,0,0,0,0,0,0,0 days 00:00:00,0 days 00:00:27,29,14,62,37,1,0,1,0,29,14,37,25,28,13,36,24,0,0,1,1,1,1,0,0,29,14,24,12,0,0,3,3,0,0,10,10
33,2023-05-06,Ikram Aliskerov,KO/TKO,Gasper Oliver,3,1,0 days 00:02:10,Phil Hawes,Ikram Aliskerov,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:00,28,17,33,20,0,0,0,0,28,17,33,20,14,4,24,13,11,10,8,6,3,3,1,1,28,17,31,19,0,0,2,1,0,0,0,0
34,2023-05-06,Claudio Ribeiro,KO/TKO,Gary Copeland,3,2,0 days 00:03:21,Joseph Holmes,Claudio Ribeiro,0,1,0,0,0,0,0 days 00:02:30,0 days 00:03:07,29,22,91,60,2,1,1,1,24,17,63,37,10,4,57,34,4,3,1,0,10,10,5,3,20,13,24,10,4,4,2,1,0,0,37,26
35,2023-04-29,Song Yadong,KO/TKO,Herb Dean,5,5,0 days 00:01:10,Song Yadong,Ricky Simon,2,0,0,0,0,0,0 days 00:00:27,0 days 00:00:51,234,110,144,64,0,0,9,2,228,105,139,60,163,55,127,48,39,27,9,9,26,23,3,3,203,85,135,57,1,1,0,0,24,19,4,3
36,2023-04-29,Caio Borralho,Submission,Jason Herzog,3,2,0 days 00:02:49,Caio Borralho,Michal Oleksiejczuk,0,0,1,0,0,0,0 days 00:02:39,0 days 00:00:13,74,52,65,30,6,3,1,0,55,34,65,30,37,19,44,13,13,10,21,17,5,5,0,0,37,18,61,26,7,5,4,4,11,11,0,0
37,2023-04-29,Rodolfo Vieira,Submission,Mark Smith,3,2,0 days 00:01:28,Rodolfo Vieira,Cody Brundage,0,1,2,1,0,0,0 days 00:04:19,0 days 00:01:04,37,30,51,41,7,1,0,0,15,10,29,20,12,8,26,17,2,2,1,1,1,0,2,2,5,1,18,10,2,2,0,0,8,7,11,10
38,2023-04-29,Fernando Padilla,KO/TKO,Chris Tognoni,3,1,0 days 00:01:41,Julian Erosa,Fernando Padilla,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:02,24,15,29,20,1,0,0,0,24,15,29,20,18,9,25,17,1,1,3,2,5,5,1,1,24,15,28,19,0,0,0,0,0,0,1,1
39,2023-04-29,Marcos Rogerio de Lima,Decision - Unanimous,Herb Dean,3,3,0 days 00:05:00,Marcos Rogerio de Lima,Waldo Cortes-Acosta,0,0,0,0,0,0,0 days 00:05:01,0 days 00:00:34,95,76,156,88,7,3,1,0,76,59,150,82,31,20,116,54,15,11,23,18,30,28,11,10,72,56,146,79,2,2,3,3,2,1,1,0
40,2023-04-29,Trey Waters,Decision - Unanimous,Jason Herzog,3,3,0 days 00:05:00,Josh Quinlan,Trey Waters,0,0,0,0,0,0,0 days 00:00:54,0 days 00:00:27,128,50,205,106,8,1,2,1,128,50,203,104,102,26,189,93,7,5,9,6,19,19,5,5,124,46,201,102,2,2,1,1,2,2,1,1
41,2023-04-29,Martin Buday,Decision - Unanimous,Mark Smith,3,3,0 days 00:05:00,Martin Buday,Jake Collier,0,0,0,0,0,0,0 days 00:01:45,0 days 00:04:31,229,145,226,107,0,0,1,0,177,98,207,94,142,66,175,63,27,24,23,22,8,8,9,9,143,72,185,77,27,19,17,15,7,7,5,2
42,2023-04-29,Cody Durden,Decision - Unanimous,Chris Tognoni,3,3,0 days 00:05:00,Cody Durden,Charles Johnson,0,0,0,1,0,0,0 days 00:09:33,0 days 00:00:08,128,80,109,60,18,11,0,0,99,56,101,52,80,39,77,30,10,9,21,19,9,8,3,3,89,46,91,46,3,3,9,5,7,7,1,1
43,2023-04-29,Irina Alekseeva,Submission,Jason Herzog,3,1,0 days 00:02:11,Stephanie Egger,Irina Alekseeva,0,0,0,1,0,0,0 days 00:00:00,0 days 00:00:00,24,9,44,18,0,0,1,0,24,9,44,18,17,3,31,7,0,0,8,7,7,6,5,4,24,9,43,17,0,0,1,1,0,0,0,0
44,2023-04-29,Marcus McGhee,Submission,Mark Smith,3,2,0 days 00:02:03,Journey Newson,Marcus McGhee,0,1,0,1,0,0,0 days 00:01:03,0 days 00:00:31,46,13,54,25,6,0,0,0,46,13,53,25,34,6,39,14,7,4,11,9,5,3,3,2,45,12,47,21,1,1,4,3,0,0,2,1
45,2023-04-29,Jamey-Lyn Horth,Decision - Unanimous,Chris Tognoni,3,3,0 days 00:05:00,Hailey Cowan,Jamey-Lyn Horth,0,0,0,0,0,0,0 days 00:04:50,0 days 00:01:07,173,85,128,99,8,2,1,0,150,63,104,76,111,38,59,37,34,21,33,30,5,4,12,9,126,43,74,46,20,16,30,30,4,4,0,0
46,2023-04-22,Sergei Pavlovich,KO/TKO,Marc Goddard,5,1,0 days 00:03:08,Sergei Pavlovich,Curtis Blaydes,1,0,0,0,0,0,0 days 00:00:00,0 days 00:00:00,85,36,56,14,0,0,1,0,85,36,56,14,78,30,51,11,7,6,1,1,0,0,4,2,81,32,56,14,0,0,0,0,4,4,0,0
47,2023-04-22,Bruno Silva,KO/TKO,Mark Smith,3,1,0 days 00:03:35,Brad Tavares,Bruno Silva,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:02,65,15,52,24,0,0,0,0,64,15,51,23,56,11,40,17,8,4,9,5,0,0,2,1,64,15,48,21,0,0,2,1,0,0,1,1
48,2023-04-22,,Could Not Continue,Keith Peterson,3,1,0 days 00:04:35,Bobby Green,Jared Gordon,0,0,0,0,0,0,0 days 00:00:01,0 days 00:00:00,69,23,53,17,1,0,1,0,69,23,53,17,56,15,34,9,9,6,11,5,4,2,8,3,62,17,53,17,1,0,0,0,6,6,0,0
49,2023-04-22,Iasmin Lucindo,Decision - Unanimous,Chris Tognoni,3,3,0 days 00:05:00,Iasmin Lucindo,Brogan Walker,0,0,0,0,0,0,0 days 00:00:46,0 days 00:01:04,123,57,149,31,5,4,0,0,118,53,145,29,93,33,99,6,23,19,22,13,2,1,24,10,115,51,137,22,2,2,8,7,1,0,0,0
50,2023-04-22,Jeremiah Wells,Decision - Split,Marc Goddard,3,3,0 days 00:05:00,Jeremiah Wells,Matthew Semelsberger,0,2,0,0,0,0,0 days 00:11:12,0 days 00:01:29,158,86,59,39,10,6,1,0,76,36,37,20,67,29,33,17,9,7,4,3,0,0,0,0,28,10,22,12,3,2,5,4,45,24,10,4
51,2023-04-22,Christos Giagos,KO/TKO,Jacob Montalvo,3,1,0 days 00:01:35,Ricky Glenn,Christos Giagos,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:00,11,2,16,9,0,0,0,0,11,2,16,9,7,1,11,4,1,0,3,3,3,1,2,2,11,2,15,8,0,0,0,0,0,0,1,1
52,2023-04-22,Montel Jackson,KO/TKO,Keith Peterson,3,1,0 days 00:03:42,Rani Yahya,Montel Jackson,0,1,0,0,0,0,0 days 00:00:08,0 days 00:01:17,22,7,23,10,3,0,0,0,21,7,21,9,10,1,18,7,2,1,2,1,9,5,1,1,21,7,14,5,0,0,0,0,0,0,7,4
53,2023-04-22,Norma Dumont,Decision - Unanimous,Chris Tognoni,3,3,0 days 00:05:00,Karol Rosa,Norma Dumont,1,0,0,0,0,0,0 days 00:03:13,0 days 00:04:54,194,144,129,63,2,0,1,1,68,33,87,35,43,19,64,18,11,8,13,9,14,6,10,8,53,20,76,27,15,13,11,8,0,0,0,0
54,2023-04-22,Mohammed Usman,Decision - Unanimous,Mark Smith,3,3,0 days 00:05:00,Mohammed Usman,Junior Tafa,0,0,0,0,0,0,0 days 00:12:03,0 days 00:00:00,133,79,78,37,12,2,0,0,29,7,61,22,28,6,55,17,1,1,6,5,0,0,0,0,22,2,45,12,2,2,16,10,5,3,0,0
55,2023-04-22,William Gomis,Decision - Split,Keith Peterson,3,3,0 days 00:05:00,Francis Marshall,William Gomis,0,0,2,0,0,0,0 days 00:04:20,0 days 00:00:17,165,35,84,30,5,2,0,0,132,15,79,27,123,10,47,6,8,4,17,8,1,1,15,13,129,13,78,27,0,0,1,0,3,2,0,0
56,2023-04-22,Brady Hiestand,KO/TKO,Jerin Valel,3,3,0 days 00:04:21,Brady Hiestand,Batgerel Danaa,0,1,0,0,0,1,0 days 00:04:09,0 days 00:01:00,143,96,200,92,7,3,1,1,81,45,134,41,58,29,121,33,15,11,5,2,8,5,8,6,77,41,112,29,0,0,9,7,4,4,13,5
57,2023-04-15,Max Holloway,Decision - Unanimous,Jason Herzog,5,5,0 days 00:05:00,Max Holloway,Arnold Allen,0,0,0,0,0,0,0 days 00:00:03,0 days 00:00:42,264,149,229,80,0,0,0,0,262,147,225,76,180,77,173,48,48,42,36,18,34,28,16,10,261,146,225,76,1,1,0,0,0,0,0,0
58,2023-04-15,Edson Barboza,KO/TKO,Keith Peterson,3,1,0 days 00:02:37,Edson Barboza,Billy Quarantillo,1,0,0,0,0,0,0 days 00:00:02,0 days 00:00:39,33,21,43,20,0,0,2,0,33,21,42,19,25,13,38,16,5,5,2,1,3,3,2,2,31,19,41,18,1,1,1,1,1,1,0,0
59,2023-04-15,Azamat Murzakanov,Decision - Unanimous,Nick Berens,3,3,0 days 00:05:00,Dustin Jacoby,Azamat Murzakanov,0,1,0,0,0,0,0 days 00:03:06,0 days 00:00:16,167,96,130,70,6,1,5,1,131,64,127,67,95,36,110,51,12,8,13,12,24,20,4,4,126,60,122,64,5,4,5,3,0,0,0,0
60,2023-04-15,Ion Cutelaba,KO/TKO,Keith Peterson,3,1,0 days 00:02:05,Tanner Boser,Ion Cutelaba,0,0,0,0,0,0,0 days 00:00:00,0 days 00:00:17,16,5,40,30,0,0,1,1,16,5,40,30,15,5,36,27,1,0,3,2,0,0,1,1,16,5,24,14,0,0,0,0,0,0,16,16
61,2023-04-15,Pedro Munhoz,Decision - Unanimous,Jason Herzog,3,3,0 days 00:05:00,Pedro Munhoz,Chris Gutierrez,1,0,0,0,0,0,0 days 00:02:54,0 days 00:00:06,188,74,135,79,1,0,0,0,174,60,133,77,104,20,69,30,19,6,11,8,51,34,53,39,160,52,130,75,1,1,1,1,13,7,2,1
62,2023-04-15,Rafa Garcia,Decision - Unanimous,Dwayne Bess,3,3,0 days 00:05:00,Clay Guida,Rafa Garcia,0,0,0,0,0,0,0 days 00:00:00,0 days 00:00:20,252,63,289,143,3,0,1,0,252,63,287,141,227,49,269,130,12,4,12,5,13,10,6,6,252,63,284,138,0,0,3,3,0,0,0,0
63,2023-04-15,Bill Algeo,Submission,Jason Herzog,3,2,0 days 00:01:40,Bill Algeo,TJ Brown,1,0,1,0,0,1,0 days 00:01:42,0 days 00:00:39,123,77,94,49,1,1,2,1,110,64,91,46,81,44,78,34,13,6,9,8,16,14,4,4,94,48,76,33,5,5,15,13,11,11,0,0
64,2023-04-15,Brandon Royval,KO/TKO,Nick Berens,3,1,0 days 00:02:09,Brandon Royval,Matheus Nicolau,1,0,0,0,0,0,0 days 00:00:07,0 days 00:00:00,22,13,5,2,0,0,0,0,22,13,5,2,20,13,4,1,1,0,0,0,1,0,1,1,9,3,5,2,0,0,0,0,13,10,0,0
65,2023-04-15,Zak Cummings,KO/TKO,Dwayne Bess,3,3,0 days 00:04:13,Zak Cummings,Ed Herman,3,0,0,0,0,0,0 days 00:03:18,0 days 00:00:00,189,114,141,71,0,0,1,0,175,100,117,54,139,69,92,34,19,15,9,5,17,16,16,15,154,83,106,46,5,3,7,4,16,14,4,4
66,2023-04-15,Gillian Robertson,Submission,Keith Peterson,3,2,0 days 00:04:21,Gillian Robertson,Piera Rodriguez,0,0,1,0,0,0,0 days 00:06:23,0 days 00:00:54,62,46,47,25,3,2,1,1,39,26,33,12,29,20,31,10,4,1,1,1,6,5,1,1,23,12,33,12,0,0,0,0,16,14,0,0
67,2023-04-15,Daniel Zellhuber,Decision - Unanimous,Jason Herzog,3,3,0 days 00:05:00,Lando Vannata,Daniel Zellhuber,0,1,0,0,0,0,0 days 00:00:06,0 days 00:01:44,91,51,225,84,3,0,1,0,91,51,207,78,41,20,181,67,24,12,21,7,26,19,5,4,87,49,149,49,2,2,7,7,2,0,51,22
68,2023-04-15,Denise Gomes,KO/TKO,Dwayne Bess,3,2,0 days 00:02:42,Bruna Brasil,Denise Gomes,0,1,0,0,0,0,0 days 00:01:19,0 days 00:03:53,50,43,133,94,1,0,3,3,22,15,93,54,11,7,58,28,8,6,8,8,3,2,27,18,15,9,47,21,7,6,12,10,0,0,34,23
69,2023-04-15,Gaston Bolanos,Decision - Unanimous,Nick Berens,3,3,0 days 00:05:00,Aaron Phillips,Gaston Bolanos,0,0,1,0,0,1,0 days 00:06:01,0 days 00:01:36,104,79,135,69,5,3,0,0,39,17,127,63,22,7,82,32,13,9,14,7,4,1,31,24,37,16,93,43,2,1,0,0,0,0,34,20
70,2023-04-15,Joselyne Edwards,Decision - Split,Dwayne Bess,3,3,0 days 00:05:00,Joselyne Edwards,Lucie Pudilova,0,0,0,0,1,0,0 days 00:00:29,0 days 00:07:29,153,90,138,74,1,0,7,2,114,56,98,39,65,19,82,27,19,11,10,9,30,26,6,3,98,46,67,21,9,5,10,7,7,5,21,11
71,2023-04-08,Israel Adesanya,KO/TKO,Dan Miragliotta,5,2,0 days 00:04:21,Alex Pereira,Israel Adesanya,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:03,85,49,96,41,0,0,0,0,85,49,96,41,28,8,61,18,21,15,24,14,36,26,11,9,83,48,93,40,2,1,2,0,0,0,1,1
72,2023-04-08,Gilbert Burns,Decision - Unanimous,Marc Goddard,3,3,0 days 00:05:00,Gilbert Burns,Jorge Masvidal,0,0,0,0,0,0,0 days 00:05:41,0 days 00:00:05,135,72,130,77,6,4,0,0,99,42,91,39,84,34,61,14,7,3,11,8,8,5,19,17,90,37,90,38,0,0,1,1,9,5,0,0
73,2023-04-08,Rob Font,KO/TKO,Keith Peterson,3,1,0 days 00:02:57,Rob Font,Adrian Yanez,1,0,0,0,0,0,0 days 00:00:04,0 days 00:00:00,75,33,54,25,1,0,0,0,75,33,54,25,69,30,49,21,5,2,2,1,1,1,3,3,66,27,51,25,2,1,3,0,7,5,0,0
74,2023-04-08,Kevin Holland,KO/TKO,Dan Miragliotta,3,3,0 days 00:03:16,Kevin Holland,Santiago Ponzinibbio,1,0,0,0,0,0,0 days 00:00:03,0 days 00:00:07,198,67,104,44,0,0,0,0,197,66,104,44,138,24,58,12,23,11,19,7,36,31,27,25,187,62,101,44,6,2,3,0,4,2,0,0
75,2023-04-08,Christian Rodriguez,Decision - Unanimous,Keith Peterson,3,3,0 days 00:05:00,Raul Rosas Jr.,Christian Rodriguez,0,0,1,0,0,0,0 days 00:04:50,0 days 00:07:30,19,2,115,83,16,3,1,1,19,2,52,29,15,2,47,26,1,0,5,3,3,0,0,0,19,2,18,4,0,0,7,4,0,0,27,21
76,2023-04-08,Kelvin Gastelum,Decision - Unanimous,Marc Goddard,3,3,0 days 00:05:00,Chris Curtis,Kelvin Gastelum,0,0,0,0,0,0,0 days 00:00:01,0 days 00:01:21,216,80,195,88,0,0,3,0,201,70,188,83,164,44,161,63,30,21,8,5,7,5,19,15,193,63,172,76,8,7,6,3,0,0,10,4
77,2023-04-08,Luana Pinheiro,Decision - Split,Larry Folsom,3,3,0 days 00:05:00,Michelle Waterson-Gomez,Luana Pinheiro,0,0,0,0,0,0,0 days 00:01:01,0 days 00:01:25,199,70,132,48,2,1,5,0,188,61,122,44,114,18,79,16,34,16,21,15,40,27,22,13,178,53,109,38,10,8,13,6,0,0,0,0
78,2023-04-08,Joe Pyfer,KO/TKO,Marc Goddard,3,1,0 days 00:03:15,Gerald Meerschaert,Joe Pyfer,0,0,0,0,0,0,0 days 00:00:00,0 days 00:00:16,21,10,24,14,0,0,0,0,21,10,24,14,12,1,16,6,2,2,8,8,7,7,0,0,21,10,11,6,0,0,0,0,0,0,13,8
