,Date,Winner,Method,Referee,N_rounds,W_round,W_round_time,R_fighter,B_fighter,R_KD,B_KD,R_sub_att,B_sub_att,R_rev,B_rev,R_ctrl,B_ctrl,R_total_str_att,R_total_str_land,B_total_str_att,B_total_str_land,R_TD_att,R_TD_land,B_TD_att,B_TD_land,R_sig_str_att,R_sig_str_land,B_sig_str_att,B_sig_str_land,R_sig_str_head_att,R_sig_str_head_land,B_sig_str_head_att,B_sig_str_head_land,R_sig_str_body_att,R_sig_str_body_land,B_sig_str_body_att,B_sig_str_body_land,R_sig_str_leg_att,R_sig_str_leg_land,B_sig_str_leg_att,B_sig_str_leg_land,R_sig_str_dist_att,R_sig_str_dist_land,B_sig_str_dist_att,B_sig_str_dist_land,R_sig_str_clinch_att,R_sig_str_clinch_land,B_sig_str_clinch_att,B_sig_str_clinch_land,R_sig_str_ground_att,R_sig_str_ground_land,B_sig_str_ground_att,B_sig_str_ground_land
1366,2020-09-19,Colby Covington,KO/TKO,Dan Miragliotta,5,5,0 days 00:01:19,Colby Covington,Tyron Woodley,0,0,0,0,0,0,0 days 00:12:01,0 days 00:00:14,311,232,116,67,8,3,1,1,143,78,83,34,106,47,58,14,28,22,20,15,9,9,5,5,101,43,74,26,20,19,9,8,22,16,0,0
1367,2020-09-19,,Overturned,Jason Herzog,3,3,0 days 00:05:00,Donald Cerrone,Niko Price,0,0,0,0,0,0,0 days 00:00:50,0 days 00:00:47,230,113,330,167,5,0,1,0,230,113,312,150,181,69,225,80,43,38,42,30,6,6,45,40,216,101,284,129,13,11,24,18,1,1,4,3
1368,2020-09-19,Khamzat Chimaev,KO/TKO,Mark Smith,3,1,0 days 00:00:17,Khamzat Chimaev,Gerald Meerschaert,1,0,0,0,0,0,0 days 00:00:02,0 days 00:00:00,6,4,1,0,0,0,0,0,6,4,1,0,5,3,1,0,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,3,2,0,0
1369,2020-09-19,Johnny Walker,KO/TKO,Dan Miragliotta,3,1,0 days 00:02:43,Johnny Walker,Ryan Spann,0,2,0,0,1,0,0 days 00:00:40,0 days 00:01:46,34,30,16,10,0,0,2,2,30,26,13,7,27,24,13,7,2,1,0,0,1,1,0,0,5,4,7,3,0,0,0,0,25,22,6,4
1370,2020-09-19,Mackenzie Dern,Submission,Jason Herzog,3,1,0 days 00:03:44,Mackenzie Dern,Randa Markos,0,0,5,0,1,0,0 days 00:01:45,0 days 00:01:36,17,11,10,7,0,0,0,0,13,9,5,3,10,6,5,3,2,2,0,0,1,1,0,0,6,2,5,3,0,0,0,0,7,7,0,0
1371,2020-09-19,Kevin Holland,Decision - Split,Mark Smith,3,3,0 days 00:05:00,Kevin Holland,Darren Stewart,0,0,0,0,0,0,0 days 00:03:35,0 days 00:04:09,223,163,159,97,3,0,8,3,129,74,110,57,101,54,74,26,13,9,7,6,15,11,29,25,112,62,69,33,15,11,8,6,2,1,33,18
1372,2020-09-19,David Dvorak,Decision - Unanimous,Jason Herzog,3,3,0 days 00:05:00,Jordan Espinosa,David Dvorak,0,0,0,0,0,0,0 days 00:00:00,0 days 00:00:04,162,50,147,69,1,0,1,0,162,50,146,68,119,16,90,30,20,14,19,8,23,20,37,30,156,47,135,61,6,3,11,7,0,0,0,0
1373,2020-09-19,Damon Jackson,Submission,Dan Miragliotta,3,3,0 days 00:01:21,Mirsad Bektic,Damon Jackson,0,0,0,7,0,1,0 days 00:09:24,0 days 00:00:56,102,76,34,20,9,7,0,0,21,13,26,12,16,9,23,10,2,1,3,2,3,3,0,0,10,4,12,2,1,0,3,3,10,9,11,7
1374,2020-09-19,Mayra Bueno Silva,Submission,Jason Herzog,3,1,0 days 00:02:29,Mayra Bueno Silva,Mara Romero Borella,0,0,1,0,0,0,0 days 00:00:00,0 days 00:02:00,8,3,21,15,0,0,2,1,7,2,9,6,5,1,7,5,1,0,1,0,1,1,1,1,7,2,7,4,0,0,0,0,0,0,2,2
1375,2020-09-19,Jessica-Rose Clark,KO/TKO,Chris Tognoni,3,3,0 days 00:04:21,Jessica-Rose Clark,Sarah Alpar,0,0,0,0,0,0,0 days 00:08:18,0 days 00:03:28,175,124,44,26,1,1,11,2,106,76,30,12,95,66,15,3,10,9,6,3,1,1,9,6,30,15,30,12,29,25,0,0,47,36,0,0
1376,2020-09-19,Darrick Minner,Submission,Dan Miragliotta,3,1,0 days 00:00:52,Darrick Minner,TJ Laramie,0,0,1,0,0,0,0 days 00:00:07,0 days 00:00:23,20,18,4,0,0,0,1,0,17,15,4,0,3,1,3,0,13,13,1,0,1,1,0,0,4,2,3,0,13,13,1,0,0,0,0,0
1377,2020-09-19,Randy Costa,KO/TKO,Mark Smith,3,1,0 days 00:00:41,Journey Newson,Randy Costa,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:02,5,1,6,4,0,0,0,0,5,1,6,4,4,1,6,4,1,0,0,0,0,0,0,0,5,1,4,2,0,0,0,0,0,0,2,2
1378,2020-09-19,Andre Ewell,Decision - Split,Chris Tognoni,3,3,0 days 00:05:00,Andre Ewell,Irwin Rivera,0,0,0,0,0,1,0 days 00:00:48,0 days 00:00:18,301,124,180,85,0,0,9,1,299,123,176,81,226,78,134,49,64,36,24,14,9,9,18,18,293,119,164,74,6,4,4,1,0,0,8,6
1379,2020-09-19,Tyson Nam,KO/TKO,Chris Tognoni,3,2,0 days 00:00:34,Tyson Nam,Jerome Rivera,1,0,0,0,0,0,0 days 00:00:23,0 days 00:00:00,72,36,81,31,0,0,0,0,72,36,80,30,58,27,45,9,12,7,11,2,2,2,24,19,47,18,79,29,3,3,1,1,22,15,0,0
1380,2020-09-12,Michelle Waterson-Gomez,Decision - Split,Marc Goddard,5,5,0 days 00:05:00,Michelle Waterson-Gomez,Angela Hill,0,0,0,0,0,0,0 days 00:04:03,0 days 00:02:10,361,162,278,146,18,1,0,0,324,128,261,131,234,65,194,82,59,40,63,45,31,23,4,4,300,110,231,105,17,13,29,25,7,5,1,1
1381,2020-09-12,Ottman Azaitar,KO/TKO,Herb Dean,3,1,0 days 00:01:33,Ottman Azaitar,Khama Worthy,0,0,0,0,0,0,0 days 00:00:06,0 days 00:00:00,22,16,9,1,0,0,0,0,22,16,9,1,18,12,5,0,4,4,2,1,0,0,2,0,5,3,8,1,10,6,1,0,7,7,0,0
1382,2020-09-12,Roxanne Modafferi,Decision - Unanimous,Mark Smith,3,3,0 days 00:05:00,Roxanne Modafferi,Andrea Lee,0,0,0,0,0,2,0 days 00:04:49,0 days 00:01:37,267,129,210,118,7,4,4,3,169,60,189,97,162,56,128,50,5,2,36,23,2,2,25,24,165,57,178,89,1,0,8,5,3,3,3,3
1383,2020-09-12,Ed Herman,Submission,Chris Tognoni,3,3,0 days 00:02:41,Ed Herman,Mike Rodriguez,0,2,1,0,1,0,0 days 00:04:09,0 days 00:03:16,84,51,149,114,4,2,1,0,73,40,124,89,41,14,66,42,21,16,37,30,11,10,21,17,43,19,55,34,29,21,55,48,1,0,14,7
1384,2020-09-12,Bobby Green,Decision - Unanimous,Herb Dean,3,3,0 days 00:05:00,Bobby Green,Alan Patrick,0,0,0,0,0,0,0 days 00:07:31,0 days 00:01:43,149,109,89,38,6,4,6,1,95,61,69,19,74,41,50,8,19,18,15,7,2,2,4,4,63,35,68,18,18,17,0,0,14,9,1,1
1385,2020-09-12,Billy Quarantillo,KO/TKO,Marc Goddard,3,3,0 days 00:00:07,Billy Quarantillo,Kyle Nelson,1,0,0,0,0,0,0 days 00:03:28,0 days 00:01:27,185,112,120,62,6,2,4,0,150,79,114,56,117,52,91,40,21,15,20,13,12,12,3,3,136,69,95,43,13,10,16,10,1,0,3,3
1386,2020-09-12,Sijara Eubanks,Decision - Unanimous,Mark Smith,3,3,0 days 00:05:00,Julia Avila,Sijara Eubanks,0,0,0,3,0,1,0 days 00:01:54,0 days 00:10:12,128,66,171,107,1,1,7,3,87,34,107,53,76,26,98,46,7,4,9,7,4,4,0,0,83,32,65,25,3,1,1,0,1,1,41,28
1387,2020-09-12,,Overturned,Chris Tognoni,3,1,0 days 00:00:31,Roosevelt Roberts,Kevin Croom,0,1,0,1,0,0,0 days 00:00:00,0 days 00:00:15,5,2,6,5,1,0,0,0,5,2,6,5,4,2,2,2,0,0,2,1,1,0,2,2,5,2,5,4,0,0,0,0,0,0,1,1
1388,2020-09-12,Alexandr Romanov,Submission,Mark Smith,3,2,0 days 00:04:22,Alexandr Romanov,Roque Martinez,0,0,2,0,0,0,0 days 00:08:15,0 days 00:00:00,160,60,41,29,4,4,0,0,147,55,15,7,139,47,10,3,8,8,0,0,0,0,5,4,5,4,12,6,1,1,2,1,141,50,1,0
1389,2020-09-12,Jalin Turner,Submission,Herb Dean,3,2,0 days 00:04:20,Brok Weaver,Jalin Turner,0,2,0,1,1,0,0 days 00:00:28,0 days 00:01:47,85,60,156,70,6,1,1,1,80,56,152,66,34,17,123,42,19,14,22,17,27,25,7,7,70,48,123,47,8,6,9,6,2,2,20,13
1390,2020-09-12,Bryan Barberena,Decision - Unanimous,Chris Tognoni,3,3,0 days 00:05:00,Bryan Barberena,Anthony Ivy,0,0,2,0,0,0,0 days 00:01:57,0 days 00:05:50,250,175,105,54,1,0,24,5,126,63,84,36,110,49,72,26,11,10,12,10,5,4,0,0,89,40,53,19,30,18,21,11,7,5,10,6
1391,2020-09-12,Sabina Mazo,Submission,Marc Goddard,3,3,0 days 00:03:57,Sabina Mazo,Justine Kish,1,0,1,0,0,0,0 days 00:00:14,0 days 00:00:32,275,131,212,94,0,0,3,1,275,131,210,93,158,45,118,25,38,27,38,23,79,59,54,45,264,123,199,88,10,8,8,4,1,0,3,1
1392,2020-09-05,Alistair Overeem,KO/TKO,Herb Dean,5,5,0 days 00:00:26,Alistair Overeem,Augusto Sakai,0,0,0,0,0,0,0 days 00:05:29,0 days 00:02:22,131,106,196,120,3,3,0,0,114,92,173,99,73,53,130,66,31,30,34,25,10,9,9,8,43,28,127,62,16,16,43,35,55,48,3,2
1393,2020-09-05,Ovince Saint Preux,KO/TKO,Jason Herzog,3,2,0 days 00:04:07,Ovince Saint Preux,Alonzo Menifield,1,0,0,0,0,0,0 days 00:00:03,0 days 00:00:36,80,33,43,21,0,0,2,0,80,33,40,19,44,12,31,12,31,17,5,3,5,4,4,4,80,33,38,17,0,0,2,2,0,0,0,0
1394,2020-09-05,Michel Pereira,Submission,Chris Tognoni,3,3,0 days 00:04:39,Michel Pereira,Zelim Imadaev,0,0,1,0,0,0,0 days 00:00:11,0 days 00:00:08,154,88,91,24,1,1,0,0,153,88,90,23,95,39,73,10,45,38,10,6,13,11,7,7,145,82,86,22,8,6,4,1,0,0,0,0
1395,2020-09-05,Andre Muniz,Submission,Mark Smith,3,1,0 days 00:02:42,Andre Muniz,Bartosz Fabinski,0,0,2,0,0,0,0 days 00:00:02,0 days 00:02:26,23,19,16,11,0,0,2,1,8,4,8,5,6,2,6,3,2,2,2,2,0,0,0,0,6,2,3,1,2,2,5,4,0,0,0,0
1396,2020-09-05,Brian Kelleher,Submission,Herb Dean,3,1,0 days 00:00:39,Brian Kelleher,Ray Rodriguez,0,0,1,0,0,0,0 days 00:00:00,0 days 00:00:12,3,1,5,1,0,0,1,1,3,1,5,1,2,0,3,0,0,0,1,0,1,1,1,1,3,1,5,1,0,0,0,0,0,0,0,0
1397,2020-09-05,Viviane Araujo,Decision - Unanimous,Jason Herzog,3,3,0 days 00:05:00,Viviane Araujo,Montana De La Rosa,0,0,0,0,0,0,0 days 00:00:12,0 days 00:00:36,150,91,220,88,1,0,6,1,140,82,215,85,113,57,177,57,13,12,21,12,14,13,17,16,137,80,202,76,3,2,13,9,0,0,0,0
1398,2020-09-05,Hunter Azure,Decision - Unanimous,Mark Smith,3,3,0 days 00:05:00,Cole Smith,Hunter Azure,0,1,3,0,0,0,0 days 00:03:13,0 days 00:08:02,121,69,90,75,5,2,8,5,81,31,56,42,43,16,43,29,25,8,5,5,13,7,8,8,67,20,35,24,8,5,7,5,6,6,14,13
1399,2020-08-29,Aleksandar Rakic,Decision - Unanimous,Herb Dean,3,3,0 days 00:05:00,Anthony Smith,Aleksandar Rakic,0,1,0,0,0,0,0 days 00:00:36,0 days 00:12:14,53,40,159,141,2,0,0,0,21,9,57,44,16,5,28,16,1,0,8,7,4,4,21,21,14,6,34,25,2,1,2,2,5,2,21,17
1400,2020-08-29,Neil Magny,Decision - Unanimous,Jason Herzog,3,3,0 days 00:05:00,Robbie Lawler,Neil Magny,0,0,0,0,1,0,0 days 00:01:33,0 days 00:08:14,62,41,144,116,1,0,7,4,45,26,88,62,36,18,61,36,5,4,22,21,4,4,5,5,33,15,63,39,6,6,18,16,6,5,7,7
1401,2020-08-29,Alexa Grasso,Decision - Unanimous,Chris Tognoni,3,3,0 days 00:05:00,Ji Yeon Kim,Alexa Grasso,0,0,0,0,0,0,0 days 00:00:46,0 days 00:02:07,206,85,220,123,0,0,2,1,188,68,182,88,177,61,134,51,6,4,23,19,5,3,25,18,184,65,174,81,4,3,3,3,0,0,5,4
1402,2020-08-29,Ricardo Lamas,Decision - Unanimous,Mark Smith,3,3,0 days 00:05:00,Ricardo Lamas,Bill Algeo,0,0,0,0,1,0,0 days 00:06:13,0 days 00:01:19,180,127,224,145,11,5,1,1,156,104,168,89,106,64,124,57,25,20,32,22,25,20,12,10,108,62,145,71,15,14,21,16,33,28,2,2
1403,2020-08-29,Impa Kasanganay,Decision - Unanimous,Jason Herzog,3,3,0 days 00:05:00,Maki Pitolo,Impa Kasanganay,0,0,0,0,0,0,0 days 00:00:16,0 days 00:00:15,174,72,199,86,0,0,1,0,173,71,198,85,141,54,164,68,27,13,29,12,5,4,5,5,172,71,190,82,1,0,8,3,0,0,0,0
1404,2020-08-29,Zak Cummings,Decision - Unanimous,Mark Smith,3,3,0 days 00:05:00,Alessio Di Chirico,Zak Cummings,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:00,157,53,139,54,2,0,0,0,157,53,139,54,127,33,115,34,22,12,15,11,8,8,9,9,156,52,138,54,1,1,1,0,0,0,0,0
1405,2020-08-29,Alex Caceres,Submission,Chris Tognoni,3,1,0 days 00:03:38,Alex Caceres,Austin Springer,0,0,1,0,0,0,0 days 00:00:10,0 days 00:00:03,31,18,32,14,0,0,1,0,31,18,32,14,22,11,17,3,4,4,5,2,5,3,10,9,31,18,31,13,0,0,1,1,0,0,0,0
1406,2020-08-29,Sean Brady,Submission,Herb Dean,3,2,0 days 00:01:47,Sean Brady,Christian Aguilera,0,0,2,0,0,0,0 days 00:02:08,0 days 00:00:00,99,65,40,17,2,2,0,0,60,34,39,16,41,16,27,6,2,1,3,2,17,17,9,8,54,28,39,16,0,0,0,0,6,6,0,0
1407,2020-08-29,Polyana Viana,Submission,Jason Herzog,3,1,0 days 00:01:53,Polyana Viana,Emily Whitmire,0,0,1,0,0,0,0 days 00:00:00,0 days 00:01:02,24,18,15,5,1,0,1,0,15,9,11,2,12,6,9,1,0,0,1,0,3,3,1,1,12,6,11,2,0,0,0,0,3,3,0,0
1408,2020-08-29,Mallory Martin,Submission,Chris Tognoni,3,2,0 days 00:01:33,Mallory Martin,Hannah Cifers,0,1,1,0,0,0,0 days 00:01:14,0 days 00:01:26,66,48,130,75,2,1,0,0,38,22,100,49,37,21,78,35,1,1,18,10,0,0,4,4,32,17,73,30,0,0,21,15,6,5,6,4
1409,2020-08-22,Frankie Edgar,Decision - Split,Herb Dean,5,5,0 days 00:05:00,Pedro Munhoz,Frankie Edgar,0,0,0,0,0,0,0 days 00:00:00,0 days 00:00:18,350,166,363,135,0,0,8,2,350,166,363,135,259,98,309,105,39,24,46,23,52,44,8,7,350,166,361,134,0,0,2,1,0,0,0,0
1410,2020-08-22,Mike Rodriguez,KO/TKO,Jason Herzog,3,1,0 days 00:02:17,Marcin Prachnio,Mike Rodriguez,0,1,0,0,0,0,0 days 00:00:25,0 days 00:00:16,30,23,26,21,0,0,0,0,20,14,26,21,5,1,13,9,5,4,8,7,10,9,5,5,14,9,11,8,6,5,13,11,0,0,2,2
1411,2020-08-22,Joe Solecki,Submission,Herb Dean,3,1,0 days 00:03:51,Austin Hubbard,Joe Solecki,0,0,0,1,0,0,0 days 00:00:00,0 days 00:02:37,14,9,43,36,0,0,2,0,14,9,20,13,5,2,15,8,5,4,2,2,4,3,3,3,11,6,16,9,3,3,4,4,0,0,0,0
1412,2020-08-22,Shana Dobson,KO/TKO,,3,2,0 days 00:01:38,Mariya Agapova,Shana Dobson,0,0,0,0,0,1,0 days 00:03:11,0 days 00:02:30,89,56,59,41,2,2,2,2,46,22,36,24,40,18,30,18,6,4,5,5,0,0,1,1,28,10,14,6,2,2,3,3,16,10,19,15
1413,2020-08-22,Daniel Rodriguez,KO/TKO,Chris Tognoni,3,1,0 days 00:02:24,Daniel Rodriguez,Dwight Grant,3,1,0,0,0,0,0 days 00:00:02,0 days 00:00:53,32,15,72,31,0,0,0,0,32,15,68,30,26,10,61,25,4,3,2,2,2,2,5,3,27,11,24,13,0,0,0,0,5,4,44,17
1414,2020-08-22,Amanda Lemos,Decision - Unanimous,Jason Herzog,3,3,0 days 00:05:00,Amanda Lemos,Inoue Mizuki,1,0,0,0,0,0,0 days 00:02:22,0 days 00:06:53,150,102,181,138,2,2,1,0,129,83,94,57,92,51,62,30,32,27,23,18,5,5,9,9,84,48,69,34,33,27,25,23,12,8,0,0
1415,2020-08-22,Jordan Wright,TKO - Doctor's Stoppage,Jason Herzog,3,1,0 days 00:01:31,Ike Villanueva,Jordan Wright,0,1,0,0,0,0,0 days 00:00:58,0 days 00:00:13,24,23,21,21,0,0,0,0,7,7,15,15,5,5,10,10,2,2,5,5,0,0,0,0,0,0,1,1,7,7,12,12,0,0,2,2
1416,2020-08-22,Matthew Semelsberger,Decision - Unanimous,Mark Smith,3,3,0 days 00:05:00,Carlton Minus,Matthew Semelsberger,0,1,0,1,0,0,0 days 00:00:00,0 days 00:02:46,197,89,237,122,1,0,2,2,182,77,233,118,165,61,186,79,9,8,23,16,8,8,24,23,179,76,218,107,2,1,8,7,1,0,7,4
1417,2020-08-22,,Overturned,Chris Tognoni,3,2,0 days 00:01:59,Timur Valiev,Trevin Jones,1,1,0,0,0,0,0 days 00:00:01,0 days 00:00:47,93,66,55,31,0,0,2,1,93,66,50,26,50,28,44,21,29,25,3,3,14,13,3,2,86,60,32,11,7,6,1,1,0,0,17,14
1418,2020-08-15,Stipe Miocic,Decision - Unanimous,Marc Goddard,5,5,0 days 00:05:00,Stipe Miocic,Daniel Cormier,1,0,0,0,0,0,0 days 00:05:52,0 days 00:00:53,244,171,223,145,6,0,2,1,187,115,183,105,136,67,132,70,34,31,24,11,17,17,27,24,169,101,171,95,18,14,12,10,0,0,0,0
1419,2020-08-15,Marlon Vera,KO/TKO,Herb Dean,3,1,0 days 00:04:40,Sean O'Malley,Marlon Vera,0,0,0,0,0,0,0 days 00:00:00,0 days 00:00:11,21,10,30,18,0,0,0,0,21,10,30,18,12,3,10,5,6,4,10,4,3,3,10,9,21,10,22,11,0,0,0,0,0,0,8,7
1420,2020-08-15,Jairzinho Rozenstruik,KO/TKO,Dan Miragliotta,3,2,0 days 00:03:47,Junior Dos Santos,Jairzinho Rozenstruik,0,1,0,0,0,0,0 days 00:00:00,0 days 00:00:09,44,24,66,42,0,0,0,0,44,24,66,42,22,6,41,21,15,13,2,1,7,5,23,20,44,24,49,30,0,0,0,0,0,0,17,12
1421,2020-08-15,Daniel Pineda,KO/TKO,Mark Smith,3,2,0 days 00:04:37,Herbert Burns,Daniel Pineda,0,0,0,0,0,1,0 days 00:02:39,0 days 00:06:13,48,35,205,173,4,3,2,1,22,10,75,57,15,6,65,50,5,2,7,4,2,2,3,3,15,5,13,8,2,1,1,1,5,4,61,48
1422,2020-08-15,Merab Dvalishvili,Decision - Unanimous,Chris Tognoni,3,3,0 days 00:05:00,John Dodson,Merab Dvalishvili,0,0,0,0,0,0,0 days 00:00:04,0 days 00:03:44,90,31,171,88,0,0,20,2,86,27,133,50,63,11,94,16,16,9,9,4,7,7,30,30,83,26,108,25,3,1,25,25,0,0,0,0
1423,2020-08-15,Vinc Pichel,Decision - Unanimous,Herb Dean,3,3,0 days 00:05:00,Jim Miller,Vinc Pichel,0,0,2,0,1,0,0 days 00:05:10,0 days 00:06:34,57,26,124,84,2,2,5,3,39,14,78,41,30,6,64,27,6,5,11,11,3,3,3,3,27,7,35,15,6,4,11,9,6,3,32,17
1424,2020-08-15,Virna Jandiroba,Submission,Marc Goddard,3,1,0 days 00:01:44,Felice Herrig,Virna Jandiroba,0,0,0,2,0,0,0 days 00:00:00,0 days 00:01:33,3,3,15,12,0,0,1,1,1,1,5,4,0,0,5,4,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5,4
1425,2020-08-15,Danny Chavez,Decision - Unanimous,Dan Miragliotta,3,3,0 days 00:05:00,TJ Brown,Danny Chavez,0,0,0,0,0,0,0 days 00:01:03,0 days 00:02:05,156,59,113,52,6,0,4,4,139,43,110,49,103,25,81,23,24,12,9,8,12,6,20,18,132,38,97,40,7,5,0,0,0,0,13,9
1426,2020-08-15,Livinha Souza,Decision - Unanimous,Mark Smith,3,3,0 days 00:05:00,Ashley Yoder,Livinha Souza,0,0,0,0,0,0,0 days 00:03:50,0 days 00:02:43,176,89,95,70,1,0,4,1,114,32,70,46,92,23,33,15,14,6,11,8,8,3,26,23,112,32,55,36,2,0,7,5,0,0,8,5
1427,2020-08-15,Chris Daukaus,KO/TKO,Herb Dean,3,1,0 days 00:04:28,Chris Daukaus,Parker Porter,2,0,0,0,0,0,0 days 00:00:35,0 days 00:00:00,67,45,53,18,0,0,0,0,59,37,52,17,49,29,44,12,6,4,4,1,4,4,4,4,50,29,47,14,7,6,5,3,2,2,0,0
1428,2020-08-15,Kai Kamaka,Decision - Unanimous,Chris Tognoni,3,3,0 days 00:05:00,Kai Kamaka,Tony Kelley,0,0,0,0,0,0,0 days 00:05:09,0 days 00:00:00,216,138,298,185,5,5,1,0,185,114,226,114,113,49,152,63,71,64,54,35,1,1,20,16,160,90,182,76,22,22,44,38,3,2,0,0
1429,2020-08-08,Derrick Lewis,KO/TKO,Herb Dean,5,2,0 days 00:00:21,Derrick Lewis,Aleksei Oleinik,1,0,0,2,1,1,0 days 00:02:39,0 days 00:02:21,42,35,7,3,1,1,1,1,42,35,6,2,41,34,4,1,1,1,2,1,0,0,0,0,7,5,5,1,0,0,0,0,35,30,1,1
1430,2020-08-08,Chris Weidman,Decision - Unanimous,Jason Herzog,3,3,0 days 00:05:00,Omari Akhmedov,Chris Weidman,0,0,0,0,0,0,0 days 00:01:34,0 days 00:08:17,118,60,98,67,8,4,16,5,91,33,56,29,81,25,50,25,9,7,6,4,1,1,0,0,74,21,42,17,11,8,2,1,6,4,12,11
1431,2020-08-08,Darren Stewart,Submission,Chris Tognoni,3,1,0 days 00:03:41,Maki Pitolo,Darren Stewart,0,0,0,1,0,0,0 days 00:00:17,0 days 00:00:19,33,14,39,14,1,1,1,0,31,12,38,13,22,7,32,9,8,4,4,2,1,1,2,2,31,12,38,13,0,0,0,0,0,0,0,0
1432,2020-08-08,Yana Santos,Decision - Unanimous,Mark Smith,3,3,0 days 00:05:00,Yana Santos,Julija Stoliarenko,0,0,0,0,0,0,0 days 00:13:16,0 days 00:00:21,254,209,50,30,2,1,1,0,57,43,26,6,34,20,23,5,20,20,3,1,3,3,0,0,19,8,23,5,32,29,3,1,6,6,0,0
1433,2020-08-08,Beneil Dariush,KO/TKO,Herb Dean,3,1,0 days 00:04:38,Beneil Dariush,Scott Holtzman,1,0,0,0,0,0,0 days 00:01:57,0 days 00:00:24,64,36,20,11,2,0,1,0,64,36,18,9,57,30,12,4,4,3,4,3,3,3,2,2,60,33,18,9,4,3,0,0,0,0,0,0
1434,2020-08-08,Tim Means,Decision - Unanimous,Jason Herzog,3,3,0 days 00:05:00,Tim Means,Laureano Staropoli,1,0,0,0,0,0,0 days 00:06:07,0 days 00:00:04,189,126,172,81,6,2,1,0,147,85,161,71,115,55,121,47,25,23,35,19,7,7,5,5,115,61,159,70,29,22,2,1,3,2,0,0
1435,2020-08-08,Kevin Holland,KO/TKO,Mark Smith,3,3,0 days 00:00:32,Kevin Holland,Joaquin Buckley,2,0,0,0,0,0,0 days 00:00:12,0 days 00:00:13,141,86,121,41,0,0,2,0,134,79,120,40,86,45,59,6,32,18,58,31,16,16,3,3,124,71,110,33,7,5,10,7,3,3,0,0
1436,2020-08-08,Nasrat Haqparast,Decision - Unanimous,Chris Tognoni,3,3,0 days 00:05:00,Nasrat Haqparast,Alexander Munoz,0,0,0,0,0,0,0 days 00:00:02,0 days 00:00:54,219,108,147,40,0,0,8,1,215,104,144,37,201,93,136,32,14,11,5,3,0,0,3,2,214,103,140,33,1,1,4,4,0,0,0,0
1437,2020-08-08,Andrew Sanchez,KO/TKO,Herb Dean,3,1,0 days 00:04:14,Andrew Sanchez,Wellington Turman,1,0,0,0,0,0,0 days 00:01:11,0 days 00:00:00,68,40,56,26,1,0,1,0,55,28,51,21,48,23,40,16,6,4,7,1,1,1,4,4,53,26,51,21,0,0,0,0,2,2,0,0
1438,2020-08-08,Gavin Tucker,Submission,Jason Herzog,3,3,0 days 00:01:43,Gavin Tucker,Justin Jaynes,0,1,4,1,1,1,0 days 00:01:24,0 days 00:00:38,212,88,103,42,2,1,1,0,211,87,101,41,177,61,84,30,30,23,17,11,4,3,0,0,207,86,87,31,3,1,2,2,1,0,12,8
1439,2020-08-08,Youssef Zalal,Decision - Unanimous,Mark Smith,3,3,0 days 00:05:00,Youssef Zalal,Peter Barrett,1,0,3,0,0,0,0 days 00:06:54,0 days 00:01:34,129,82,107,68,5,3,2,0,92,54,57,23,74,40,43,13,10,6,12,9,8,8,2,1,70,41,48,15,3,1,9,8,19,12,0,0
1440,2020-08-08,Irwin Rivera,Decision - Split,Chris Tognoni,3,3,0 days 00:05:00,Irwin Rivera,Ali AlQaisi,0,0,0,1,0,0,0 days 00:01:02,0 days 00:01:55,82,45,118,54,5,2,9,2,73,36,105,44,61,30,86,28,10,5,9,7,2,1,10,9,62,28,96,36,8,5,9,8,3,3,0,0
1441,2020-08-01,Derek Brunson,KO/TKO,Herb Dean,3,3,0 days 00:00:26,Derek Brunson,Edmen Shahbazyan,0,0,0,0,0,0,0 days 00:03:06,0 days 00:00:03,164,107,75,38,8,4,0,0,145,88,72,35,106,58,50,17,21,15,22,18,18,15,0,0,95,53,63,26,17,9,9,9,33,26,0,0
1442,2020-08-01,Jennifer Maia,Submission,Jason Herzog,3,1,0 days 00:04:29,Joanne Wood,Jennifer Maia,0,0,0,1,0,0,0 days 00:02:11,0 days 00:00:00,57,33,49,31,1,1,0,0,49,26,37,20,25,6,32,16,9,9,4,3,15,11,1,1,45,24,35,18,1,0,2,2,3,2,0,0
1443,2020-08-01,Vicente Luque,KO/TKO,Mark Smith,3,2,0 days 00:04:56,Vicente Luque,Randy Brown,2,0,0,0,0,0,0 days 00:01:06,0 days 00:00:52,134,76,138,66,0,0,2,1,122,64,133,61,88,33,102,35,6,5,18,13,28,26,13,13,111,56,122,53,3,3,10,8,8,5,1,0
1444,2020-08-01,Bobby Green,Decision - Unanimous,Herb Dean,3,3,0 days 00:05:00,Lando Vannata,Bobby Green,0,1,0,0,0,0,0 days 00:00:27,0 days 00:03:05,139,64,219,136,2,1,3,3,127,54,195,115,99,31,135,67,21,16,30,20,7,7,30,28,115,45,160,89,12,9,12,11,0,0,23,15
